restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g190454-d10090935,Spumante Ristorante,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gersthofer Strasse 71, Vienna 1180 Austria",48.234123,16.327612,Claimed,,#1997 of 3747 Restaurants in Vienna,#2247 of 4650 places to eat in Vienna,"Mid-range, Italian, Mediterranean, European",€€-€€€,,"Lunch, Dinner","European, Italian, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-23:00""], ""Tue"": [""11:30-23:00""], ""Wed"": [""11:30-23:00""], ""Thu"": [""11:30-23:00""], ""Fri"": [""11:30-23:00""], ""Sat"": [""11:30-23:00""], ""Sun"": [""11:30-23:00""]}",7.0,80.5,7.0,3.5,31.0,English,3.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,3.5,,
g190454-d10092879,Grand Cafe am Alsergrund,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Lustkandlgasse 4, Vienna 1090 Austria",48.22444,16.35081,Claimed,,#2609 of 3747 Restaurants in Vienna,#2938 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, Bar, Cafe",€,€3-€15,"Breakfast, Lunch, Dinner, Drinks","Austrian, Bar, Cafe, International, European, Pub, Fusion",,,N,N,N,"{""Mon"": [""11:00-21:00""], ""Tue"": [""11:00-21:00""], ""Wed"": [""11:00-21:00""], ""Thu"": [""11:00-21:00""], ""Fri"": [""11:00-21:00""], ""Sat"": [""16:00-21:00""], ""Sun"": []}",6.0,55.0,6.0,3.5,7.0,English,3.0,0.0,2.0,0.0,1.0,0.0,,,,,
g190454-d1009300,Natsu Sushi,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Burggasse 71 1070 Vienna, Vienna 1070 Austria",48.20424,16.346773,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2015",#631 of 3747 Restaurants in Vienna,#712 of 4650 places to eat in Vienna,"Cheap Eats, Japanese, Sushi, Asian",€,,"Drinks, Lunch, Dinner, After-hours","Japanese, Sushi, Asian",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",7.0,84.0,7.0,4.0,127.0,English,61.0,31.0,22.0,4.0,1.0,3.0,4.0,4.0,4.5,3.0,
g190454-d10093779,Pizzeria Ristorante Portofino,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hietzinger Hauptstrasse 115A, Vienna 1130 Austria",48.18734,16.27508,Unclaimed,,#3493 of 3747 Restaurants in Vienna,#3911 of 4650 places to eat in Vienna,"Mid-range, Italian, European",€€-€€€,,Dinner,"Italian, European",,"Reservations, Seating, Table Service",N,N,N,,,,,3.0,12.0,English,1.0,0.0,0.0,0.0,0.0,1.0,2.5,3.0,,,
g190454-d1009644,Cote Sud,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schleifmuehlgasse 8, Vienna 1040 Austria",48.196743,16.365974,Claimed,,#1279 of 3747 Restaurants in Vienna,#1428 of 4650 places to eat in Vienna,"Mid-range, French, Mediterranean, European",€€-€€€,€7-€41,"Lunch, Dinner","French, European, Mediterranean",,,N,N,N,"{""Mon"": [""11:30-15:00"", ""18:00-22:00""], ""Tue"": [""11:30-14:30"", ""18:00-22:00""], ""Wed"": [""11:30-15:00"", ""18:00-22:00""], ""Thu"": [""11:30-15:00"", ""18:00-22:00""], ""Fri"": [""11:30-15:00"", ""18:00-22:00""], ""Sat"": [], ""Sun"": []}",5.0,37.0,10.0,4.0,50.0,English,18.0,11.0,3.0,3.0,1.0,0.0,4.5,4.5,4.0,4.5,
g190454-d10100759,Tapas y Mas,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Lazarettgasse 22, Vienna 1090 Austria",48.21749,16.34597,Unclaimed,,#2444 of 3747 Restaurants in Vienna,#2749 of 4650 places to eat in Vienna,"Cheap Eats, Spanish, Wine Bar",€,,,"Spanish, Wine Bar",,,N,N,N,,,,,5.0,4.0,All languages,4.0,3.0,1.0,0.0,0.0,0.0,,,,,
g190454-d10101011,Cafe Mayer,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wallrissstrasse 94, Vienna 1180 Austria",48.23331,16.317617,Unclaimed,,#162 of 265 Coffee & Tea in Vienna,#2280 of 4650 places to eat in Vienna,Cafe,,,Breakfast,Cafe,,"Seating, Table Service",N,N,N,,,,,4.0,13.0,English,3.0,1.0,0.0,0.0,1.0,1.0,,,,,
g190454-d10102874,Ristorante Milano,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hermann-Bahr-Strasse 2, Vienna 1210 Austria",48.26013,16.39625,Unclaimed,,#2082 of 3747 Restaurants in Vienna,#2341 of 4650 places to eat in Vienna,"Mid-range, Italian, Pizza",€€-€€€,€6-€15,"Lunch, Dinner","Italian, Pizza",,,N,N,N,"{""Mon"": [""11:00-22:00""], ""Tue"": [""11:00-22:00""], ""Wed"": [""11:00-22:00""], ""Thu"": [""11:00-22:00""], ""Fri"": [""11:00-22:00""], ""Sat"": [""11:00-22:00""], ""Sun"": [""11:00-22:00""]}",7.0,77.0,7.0,4.5,10.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d10102921,Edo Quick Food,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Prager Strasse 57, Vienna 1210 Austria",48.26615,16.39289,Unclaimed,,#3539 of 3747 Restaurants in Vienna,#3962 of 4650 places to eat in Vienna,,,,,,,,N,N,N,,,,,3.0,3.0,All languages,3.0,1.0,0.0,1.0,0.0,1.0,,,,,
g190454-d10105150,'s Baumgarten,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Linzer Strasse 297, Vienna 1140 Austria",48.1968,16.27681,Claimed,,#2179 of 3747 Restaurants in Vienna,#2450 of 4650 places to eat in Vienna,"Mid-range, Bar, Cafe, European",€€-€€€,,,"Bar, Cafe, European, Pub",,Reservations,N,N,N,,,,,4.5,9.0,English,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.5,,
g190454-d1011415,Griechenbeisl,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Fleischmarkt 11 Griechengasse 9, Vienna 1010 Austria",48.210712,16.377235,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2013, Certificate of Excellence 2012",#167 of 3747 Restaurants in Vienna,#193 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner, After-hours","European, Austrian","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""17:00-22:30""], ""Wed"": [""17:00-22:30""], ""Thu"": [""17:00-22:30""], ""Fri"": [""17:00-22:30""], ""Sat"": [""17:00-22:30""], ""Sun"": []}",5.0,27.5,5.0,4.0,2669.0,English,1066.0,507.0,322.0,132.0,62.0,43.0,4.0,4.0,3.5,4.5,"wiener schnitzel, salmon, dumplings, soup, potatoes"
g190454-d10118602,Café Am Hof,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Am Hof 2, Vienna 1010 Austria",48.210426,16.367867,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#30 of 156 Dessert Spots in Vienna,#425 of 4650 places to eat in Vienna,"Mid-range, Dessert, Austrian, Cafe",€€-€€€,€5-€30,,"Cafe, Central European, Austrian, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-19:00""], ""Tue"": [""09:00-19:00""], ""Wed"": [""09:00-19:00""], ""Thu"": [""09:00-19:00""], ""Fri"": [""09:00-19:00""], ""Sat"": [""09:00-19:00""], ""Sun"": [""09:00-19:00""]}",7.0,70.0,7.0,4.5,125.0,English,44.0,29.0,8.0,3.0,3.0,1.0,4.5,4.5,4.0,,
g190454-d10119809,Muscle Bakery,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Maria-Theresien-Strasse 5, Vienna 1090 Austria",48.2151,16.36272,Unclaimed,,#69 of 72 Bakeries in Vienna,#3768 of 4650 places to eat in Vienna,Bakeries,,,,,,,N,N,N,,,,,4.0,1.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
g190454-d10121014,Café Benedikt,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Sechskruegelgasse 2, Vienna 1030 Austria",48.20231,16.390013,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#77 of 3747 Restaurants in Vienna,#90 of 4650 places to eat in Vienna,"Cheap Eats, Austrian, Cafe, European",€,,"Breakfast, Lunch, Dinner, Brunch","Austrian, Cafe, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:00-23:00""], ""Tue"": [""07:00-23:00""], ""Wed"": [""07:00-23:00""], ""Thu"": [""07:00-23:00""], ""Fri"": [""07:00-23:00""], ""Sat"": [""07:00-16:00""], ""Sun"": []}",6.0,89.0,6.0,5.0,99.0,English,42.0,36.0,4.0,1.0,1.0,0.0,4.5,4.5,4.5,,
g190454-d10128295,Mokador,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Mariahilfer Strasse 122, Vienna 1070 Austria",48.19639,16.34127,Unclaimed,,#156 of 265 Coffee & Tea in Vienna,#2220 of 4650 places to eat in Vienna,"Cheap Eats, Cafe, Deli",€,,"Breakfast, Brunch","Deli, Cafe",,"Seating, Wheelchair Accessible, Reservations, Table Service",N,N,N,,,,,4.0,14.0,English,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
g190454-d1012932,Schreiners Essen und Wohnen,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Westbahnstrasse 42 1070 Vienna, Vienna 1070 Austria",48.20183,16.341743,Claimed,Certificate of Excellence 2016,#697 of 3747 Restaurants in Vienna,#786 of 4650 places to eat in Vienna,"Mid-range, Austrian, International, European",€€-€€€,€16-€35,,"Austrian, European, International, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-00:00""], ""Fri"": [""18:00-00:00""], ""Sat"": [], ""Sun"": []}",4.0,24.0,4.0,4.5,80.0,English,20.0,16.0,3.0,1.0,0.0,0.0,4.5,4.5,4.0,4.5,
g190454-d10131386,Wasabi Sushi & Wok Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Kegelgasse 30 1-3, Vienna 1030 Austria",48.207462,16.393175,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#527 of 3747 Restaurants in Vienna,#591 of 4650 places to eat in Vienna,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€9-€15,,"Japanese, Sushi, Asian, Korean, Fusion","Vegetarian Friendly, Gluten Free Options, Vegan Options",,Y,Y,Y,,,,,4.5,105.0,English,35.0,27.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,,
g190454-d10132426,Kulturcafe Max,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Mariengasse 1, Vienna 1170 Austria",48.21832,16.32707,Unclaimed,,#3626 of 3747 Restaurants in Vienna,#4058 of 4650 places to eat in Vienna,Cafe,,,,Cafe,,,N,N,N,,,,,1.0,1.0,All languages,1.0,0.0,0.0,0.0,0.0,1.0,,,,,
g190454-d10134743,Delikroat,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Neubaugasse 60, Vienna 1070 Austria",48.20301,16.34913,Unclaimed,,#2618 of 3747 Restaurants in Vienna,#2948 of 4650 places to eat in Vienna,"European, Deli, Croatian",,,,"European, Deli, Croatian",,,N,N,N,,,,,5.0,4.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
g190454-d1014054,Maria's Roses,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Biberstrasse 8, Vienna 1010 Austria",48.20862,16.3809,Unclaimed,,#3056 of 3747 Restaurants in Vienna,#3426 of 4650 places to eat in Vienna,Mexican,,,,Mexican,,Reservations,N,N,N,,,,,3.5,7.0,English,2.0,1.0,0.0,1.0,0.0,0.0,,,,,
g190454-d1014056,Brilliant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Waehringer Guertel 162, Vienna 1090 Austria",48.2309,16.35255,Unclaimed,,,,Chinese,,,,Chinese,,Buffet,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d10145125,Restaurant Schwabl,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Schoenbrunner Strasse 250, Vienna 1120 Austria",48.18331,16.323359,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#294 of 3747 Restaurants in Vienna,#332 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Central European",€€-€€€,,"Lunch, Dinner","Austrian, European, Central European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",5.0,70.0,5.0,4.5,73.0,English,32.0,22.0,9.0,1.0,0.0,0.0,4.5,4.5,4.5,,
g190454-d1014610,pancho,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Blumauergasse 1a 1020 Vienna, Vienna 1020 Austria",48.21902,16.381413,Claimed,,#1261 of 3747 Restaurants in Vienna,#1410 of 4650 places to eat in Vienna,"Mid-range, Mexican, Central American, Vegetarian Friendly",€€-€€€,€8-€30,,"Mexican, Central American",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""00:00-01:00"", ""17:00-01:00""], ""Tue"": [""17:00-01:00""], ""Wed"": [""17:00-01:00""], ""Thu"": [""17:00-01:00""], ""Fri"": [""17:00-01:00""], ""Sat"": [""17:00-00:00""], ""Sun"": []}",6.0,48.0,7.0,3.5,161.0,English,58.0,12.0,18.0,11.0,6.0,11.0,3.5,3.5,3.0,3.5,
g190454-d10146276,Ristorante Angelo,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Wipplingerstrasse 30, Vienna 1010 Austria",48.21356,16.36752,Unclaimed,,#2639 of 3747 Restaurants in Vienna,#2972 of 4650 places to eat in Vienna,"Mid-range, Italian, Seafood",€€-€€€,,Dinner,"Italian, Seafood",,"Reservations, Seating, Table Service",N,N,N,,,,,3.5,16.0,English,7.0,2.0,3.0,0.0,0.0,2.0,4.0,3.5,4.0,,
g190454-d10147252,Amador,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Grinzinger Strasse 86, Vienna 1190 Austria",48.25391,16.358658,Claimed,"Travellers' Choice, Michelin 2020 for Three Michelin Stars: Exceptional cuisine, worth a special journey!, Michelin 2020 for Very comfortable restaurant",#392 of 3747 Restaurants in Vienna,#439 of 4650 places to eat in Vienna,"Fine Dining, European, Vegetarian Friendly",€€€€,€89-€265,,European,Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-23:00""], ""Sat"": [""12:00-15:00"", ""18:00-23:00""], ""Sun"": []}",5.0,28.0,6.0,4.5,72.0,English,25.0,17.0,2.0,5.0,0.0,1.0,4.5,4.5,4.0,,
g190454-d10158370,Gorilla Kitchen,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Gusshausstrasse 19, Vienna 1040 Austria",48.19731,16.37211,Unclaimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#9 of 47 Quick Bites in Vienna,#631 of 4650 places to eat in Vienna,"Cheap Eats, Quick Bites, Mexican, Fast food",€,,"Dinner, Lunch","Mexican, Fast food, South American, Central American","Vegetarian Friendly, Vegan Options","Takeout, Seating, Wheelchair Accessible, Serves Alcohol",Y,Y,N,"{""Mon"": [""11:30-22:00""], ""Tue"": [""11:30-22:00""], ""Wed"": [""11:30-22:00""], ""Thu"": [""11:30-22:00""], ""Fri"": [""11:30-22:00""], ""Sat"": [""11:30-21:00""], ""Sun"": [""11:30-22:00""]}",7.0,72.5,7.0,4.5,85.0,English,35.0,21.0,8.0,2.0,2.0,2.0,4.5,4.5,4.5,,
g190454-d10163673,!Bebop daslokal,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Breitenseer Strasse 39, Vienna 1140 Austria",48.20207,16.30632,Unclaimed,,#3512 of 3747 Restaurants in Vienna,#3932 of 4650 places to eat in Vienna,"Austrian, European",,,Dinner,"Austrian, European",,,N,N,N,"{""Mon"": [""16:00-12:00""], ""Tue"": [""16:00-12:00""], ""Wed"": [""16:00-12:00""], ""Thu"": [""16:00-12:00""], ""Fri"": [""16:00-12:00""], ""Sat"": [""16:00-00:00""], ""Sun"": [""00:00-22:00""]}",7.0,130.0,7.0,3.0,2.0,All languages,2.0,1.0,0.0,0.0,0.0,1.0,,,,,
g190454-d10170206,Pizzeria Perla,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Braunhubergasse 19, Vienna 1110 Austria",48.17035,16.41572,Unclaimed,,#3717 of 3747 Restaurants in Vienna,#4152 of 4650 places to eat in Vienna,"Mid-range, Italian, American, Austrian",€€-€€€,€5-€15,,"Italian, American, Austrian, European",,,N,N,N,,,,,1.5,3.0,All languages,3.0,0.0,0.0,0.0,2.0,1.0,,,,,
g190454-d10180306,Helmut Krenek am Weingut Goebel,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Stammersdorfer Kellergasse 151, Vienna 1210 Austria",48.31051,16.401064,Unclaimed,,#2027 of 3747 Restaurants in Vienna,#2281 of 4650 places to eat in Vienna,"Mid-range, Austrian, European, Contemporary",€€-€€€,,,,,,N,N,N,,,,,4.0,15.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.5,4.5,4.0,,
g190454-d10182731,Eissalon Ruckenbauer,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Billrothstrasse 83a, Vienna 1190 Austria",48.24545,16.34286,Unclaimed,,#2357 of 3747 Restaurants in Vienna,#2651 of 4650 places to eat in Vienna,Mid-range,€€-€€€,,,,,,N,N,N,,,,,4.0,8.0,English,3.0,0.0,3.0,0.0,0.0,0.0,,,,,
g190454-d10190870,Pizzeria Bellino,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Rosenhuegelstrasse 26, Vienna 1120 Austria",48.16846,16.30186,Unclaimed,,#2823 of 3747 Restaurants in Vienna,#3167 of 4650 places to eat in Vienna,"Mid-range, Italian, Austrian, Pizza",€€-€€€,,Dinner,"Italian, Mediterranean, Austrian, Pizza",,"Seating, Table Service",N,N,N,,,,,3.0,13.0,All languages,13.0,3.0,3.0,2.0,4.0,1.0,2.5,3.0,2.5,,
g190454-d10201043,Eigenbrotler,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Westbahnstrasse 48, Vienna 1070 Austria",48.20194,16.34102,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,
g190454-d10210766,Mostlandl,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Heinestrasse 30, Vienna 1020 Austria",48.21925,16.387075,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#612 of 3747 Restaurants in Vienna,#691 of 4650 places to eat in Vienna,"Cheap Eats, German, Austrian, European",€,,"Lunch, Dinner, Brunch","Austrian, European, Central European, German",Vegetarian Friendly,,Y,N,N,,,,,4.5,62.0,English,23.0,16.0,5.0,0.0,1.0,1.0,4.5,4.0,4.5,,
g190454-d10212359,Restaurant Fuhrmann,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Fuhrmannsgasse 9, Vienna 1080 Austria",48.210808,16.348057,Unclaimed,"Travellers' Choice, Michelin 2020 for The Michelin Plate: Good cooking, Michelin 2020 for Simple restaurant",#978 of 3747 Restaurants in Vienna,#1101 of 4650 places to eat in Vienna,"Fine Dining, European, Central European, Vegetarian Friendly",€€€€,,"Dinner, Lunch","European, Central European",Vegetarian Friendly,,Y,N,N,,,,,4.0,61.0,English,5.0,3.0,2.0,0.0,0.0,0.0,4.5,4.0,4.0,,
g190454-d10215346,Zeno Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Senefeldergasse 14, Vienna 1100 Austria",48.17618,16.37546,Unclaimed,,#2567 of 3747 Restaurants in Vienna,#2892 of 4650 places to eat in Vienna,"Cheap Eats, Fast food, Mediterranean, Barbecue",€,€2-€13,"Lunch, Dinner","Fast food, Barbecue, Middle Eastern, Arabic, Mediterranean",,,N,N,N,"{""Mon"": [], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:00""], ""Sat"": [""11:00-23:00""], ""Sun"": [""11:00-23:00""]}",6.0,72.0,6.0,4.0,7.0,English,2.0,1.0,1.0,0.0,0.0,0.0,,,,,
g190454-d1022139,Phoenixhof,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Neustiftgasse 55, Vienna 1070 Austria",48.20538,16.349895,Claimed,,#817 of 3747 Restaurants in Vienna,#922 of 4650 places to eat in Vienna,"Mid-range, Austrian, International, Deli",€€-€€€,€9-€20,,"Austrian, Deli, International, Pub",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""18:00-00:00""], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-00:00""], ""Fri"": [""18:00-00:00""], ""Sat"": [""18:00-00:00""], ""Sun"": [""18:00-00:00""]}",7.0,42.0,7.0,4.0,59.0,English,23.0,8.0,11.0,4.0,0.0,0.0,4.5,4.0,4.5,4.0,
g190454-d1022145,Urbanek,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Naschmarkt Stand 46, Vienna 1040 Austria",48.199444,16.36529,Unclaimed,,#3 of 6 Speciality Food Markets in Vienna,#1177 of 4650 places to eat in Vienna,"Mid-range, Speciality Food Market, European",€€-€€€,,Lunch,European,,"Takeout, Serves Alcohol",N,N,N,"{""Mon"": [""09:00-18:30""], ""Tue"": [""09:00-18:30""], ""Wed"": [""09:00-18:30""], ""Thu"": [""09:00-18:30""], ""Fri"": [""08:00-18:30""], ""Sat"": [""07:30-16:00""], ""Sun"": []}",6.0,57.0,6.0,4.5,61.0,English,32.0,28.0,2.0,0.0,1.0,1.0,4.5,4.5,4.0,4.5,
g190454-d10222630,WEIN & CO Hietzing,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Hietzinger Hauptstrasse 22 1130 Vienna, Vienna 1130 Austria",48.18678,16.30064,Claimed,,#2057 of 3747 Restaurants in Vienna,#2314 of 4650 places to eat in Vienna,"Mid-range, Bar, Deli, Diner",€€-€€€,,"After-hours, Drinks, Lunch, Dinner","Deli, Bar, Diner, Wine Bar",,"Reservations, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Outdoor Seating, Seating, Wheelchair Accessible, Table Service",N,N,N,"{""Mon"": [""09:30-23:00""], ""Tue"": [""09:30-23:00""], ""Wed"": [""09:30-23:00""], ""Thu"": [""09:30-23:00""], ""Fri"": [""09:30-23:00""], ""Sat"": [""09:30-23:00""], ""Sun"": []}",6.0,81.0,6.0,4.0,17.0,English,4.0,1.0,1.0,1.0,0.0,1.0,,,,,
g190454-d1022947,Yang - Chinese restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Weinberggasse, Vienna 1190 Austria",48.24348,16.33449,Unclaimed,,#2044 of 3747 Restaurants in Vienna,#2300 of 4650 places to eat in Vienna,"Mid-range, Chinese, Asian, Vegetarian Friendly",€€-€€€,€26-€38,,"Chinese, Asian",Vegetarian Friendly,,Y,N,N,,,,,4.0,27.0,English,7.0,2.0,5.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,
g190454-d10234024,Asia Special Restaurant,"[""Europe"", ""Austria"", ""Vienna Region"", ""Vienna""]",Austria,Vienna Region,,Vienna,"Traviatagasse 35, Vienna 1230 Austria",48.14335,16.34148,Unclaimed,,#2011 of 3747 Restaurants in Vienna,#2262 of 4650 places to eat in Vienna,"Mid-range, Chinese, Asian",€€-€€€,,,"Chinese, Asian",,Reservations,N,N,N,,,,,4.5,7.0,All languages,7.0,5.0,2.0,0.0,0.0,0.0,,,,,
